% Model:              M -220721 - Diapharagm.mph
% Version:            COMSOL 6.0.0.405
% Date:               Jul 28 2022, 22:01
% Dimension:          1
% Nodes:              580
% Expressions:        1
% Description:        Point graph
% freq (Hz)               FEM-2DX
1380.3842646028852        5.286069960499563E-7
1396.3683610559376        5.156541344617809E-7
1412.5375446227554        5.030339149821739E-7
1428.8939585111036        4.90736846117109E-7
1445.439770745928         4.787537488772082E-7
1462.1771744567184        4.670757448644623E-7
1479.1083881682073        4.5569424311091914E-7
1496.235656094433         4.446009300007535E-7
1513.5612484362073        4.337877578208184E-7
1531.0874616820304        4.232469349987848E-7
1548.816618912481         4.129709156977044E-7
1566.75107010815          4.029523909966933E-7
1584.893192461114         3.9318427970691966E-7
1603.2453906900419        3.8365971964375634E-7
1621.8100973589299        3.743720596916984E-7
1640.5897731995387        3.6531485164940317E-7
1659.5869074375596        3.5648184331011876E-7
1678.8040181225606        3.478669704328243E-7
1698.2436524617442        3.394643507360011E-7
1717.9083871575895        3.3126827669878367E-7
1737.8008287493763        3.2327320933978123E-7
1757.923613958693         3.154737722149687E-7
1778.2794100389228        3.0786474564109326E-7
1798.8709151287874        3.004410608850576E-7
1819.7008586099826        2.9319779481249623E-7
1840.7720014689564        2.861301648311328E-7
1862.0871366628676        2.792335238143424E-7
1883.649089489802         2.725033549427173E-7
1905.4607179632483        2.6593526761893406E-7
1927.5249131909366        2.595249925635753E-7
1949.8445997580454        2.53268377411963E-7
1972.4227361148535        2.471613827987613E-7
1995.2623149688789        2.412000780890809E-7
2018.3663636815597        2.3538063723412516E-7
2041.7379446695295        2.296993351033419E-7
2065.3801558105292        2.2415254387433056E-7
2089.2961308540407        2.1873672885531738E-7
2113.489039836648         2.1344844528736937E-7
2137.9620895022326        2.0828433465520633E-7
2162.71852372702          2.0324112102781198E-7
2187.761623949552         1.9831560793869403E-7
2213.0947096056366        1.9350467456202036E-7
2238.72113856834          1.888052726726015E-7
2264.6443075930597        1.842144227966029E-7
2290.867652767775         1.797292111224546E-7
2317.39464996848          1.7534678569992027E-7
2344.228815319923         1.7106435305786824E-7
2371.373705661655         1.6687917445368193E-7
2398.83291901949          1.627885620583911E-7
2426.6100950824143        1.5878987499773049E-7
2454.708915685031         1.5488051521073178E-7
2483.13310529557          1.5105792293393893E-7
2511.886431509582         1.4731957213758386E-7
2540.9727055493063        1.436629651715644E-7
2570.3957827688646        1.4008562732952107E-7
2600.159563165272         1.3658510071409207E-7
2630.2679918953813        1.3315893726872665E-7
2660.7250597988086        1.2980469121624572E-7
2691.534803926914         1.2651991030784636E-7
2722.701308077913         1.23302125890867E-7
2754.2287033381663        1.201488414724591E-7
2786.121168629772         1.1705751929806302E-7
2818.382931264455         1.1402556483980545E-7
2851.0182675039096        1.1105030811850439E-7
2884.031503126606         1.0812898162275564E-7
2917.427014001166         1.0525869362900624E-7
2951.209226666384         1.0243639586986419E-7
2985.3826189179604        9.965884364780998E-8
3019.9517204020162        9.692254682570105E-8
3054.9211132155156        9.422370828186494E-8
3090.295432513592         9.155814649977026E-8
3126.0793671239558        8.892119660858342E-8
3162.2776601683795        8.630758292614294E-8
3198.895109691397         8.371125249689511E-8
3235.936569296281         8.112515486777333E-8
3273.406948788383         7.854094649645799E-8
3311.311214825911         7.594858817630945E-8
3349.6543915782795        7.333578627025299E-8
3388.4415613920273        7.068720300581743E-8
3427.6778654645045        6.798331535038193E-8
3467.368504525317         6.519872559283252E-8
3507.5187395256794        6.229958865207922E-8
3548.133892335753         5.9239566388186717E-8
3589.2193464500497        5.595322010976369E-8
3630.780547701014         5.23447257897148E-8
3672.8230049808462        4.826753034192578E-8
3715.3522909717276        4.348515632599524E-8
3758.374042884443         3.758904896611715E-8
3801.8939632056126        2.98062601523765E-8
3845.9178204535356        1.8475022000742284E-8
3890.4514499428046        7.513083890444564E-10
3935.5007545577723        4.400913730023741E-8
3981.0717055349733        2.634779252162584E-7
4027.170343254591         3.4685178999791936E-7
4073.8027780411303        1.5526779676919426E-7
4120.975190973304         1.1435928761643243E-7
4168.693834703355         9.59384902280323E-8
4216.965034285822         8.51177690167152E-8
4265.795188015925         7.778624062243809E-8
4315.19076827765          7.23524660474951E-8
4365.158322401661         6.807053912797723E-8
4415.704473533126         6.454421544307021E-8
4466.835921509635         6.154338134024598E-8
4518.559443749226         5.8925143179541923E-8
4570.881896148751         5.659599547461003E-8
4623.810213992603         5.449211130982669E-8
4677.351412871981         5.256837572410851E-8
4731.512589614803         5.079194882018134E-8
4786.30092322638          4.913831640944339E-8
4841.7236758409945        4.758877431512773E-8
4897.7881936844615        4.612877388050592E-8
4954.501908047905         4.474680316455548E-8
5014.4118872549225        4.3377286643450276E-8
5028.865315008695         4.3059482488239416E-8
5043.360402996709         4.274537811778811E-8
5057.8972712994955        4.2434875401123416E-8
5072.476040343681         4.2127880630799696E-8
5087.096830903027         4.1824304278777444E-8
5101.759764099392         4.152406072998617E-8
5116.464961403773         4.122706807653924E-8
5131.21254463727          4.093324788311544E-8
5146.002635972142         4.064252500895919E-8
5160.835357932776         4.035482740689987E-8
5175.71083339672          4.007008596270409E-8
5190.62918559572          3.9788234330915715E-8
5205.590538116698         3.950920877870876E-8
5220.595014902824         3.923294805749997E-8
5235.642740254497         3.895939326031799E-8
5250.733838830418         3.868848770649732E-8
5265.868435648585         3.842017681890693E-8
5281.046656087345         3.815440802688729E-8
5296.268625886448         3.789113064828508E-8
5311.534471148055         3.7630295813127315E-8
5326.8443183378195        3.7371856357130345E-8
5342.198294285897         3.711576674917668E-8
5357.596526188035         3.6861983005075766E-8
5373.039141606587         3.66104626155101E-8
5388.526268471611         3.636116447496107E-8
5404.058035081892         3.6114048817151084E-8
5419.634570106019         3.5869077147965376E-8
5435.256002583469         3.5626212191567075E-8
5450.922461925638         3.5385417830449014E-8
5466.634077916959         3.514665905480161E-8
5482.390980715924         3.490990191030363E-8
5498.193300856222         3.4675113455333755E-8
5514.041169247758         3.4442261710487344E-8
5529.934717177799         3.421131562001938E-8
5545.8740763120095        3.398224500986243E-8
5561.859378695565         3.375502055229185E-8
5577.890756754265         3.352961372353715E-8
5593.968343295583         3.3305996775121715E-8
5610.0922715098195        3.308414270196898E-8
5626.262674971157         3.2864025204757245E-8
5642.47968763881          3.2645618667697633E-8
5658.7434438580985        3.2428898122155623E-8
5675.054078361577         3.221383923190735E-8
5691.411726270164         3.2000418255425945E-8
5707.816523094229         3.178861202716133E-8
5724.268604734753         3.1578397935701214E-8
5740.768107484414         3.1369753898109636E-8
5757.315168028758         3.116265834220294E-8
5773.909923447291         3.095709018234647E-8
5790.552511214651         3.0753028803923695E-8
5807.243069201718         3.055045404225367E-8
5823.981735676766         3.0349346168110636E-8
5840.768649306627         3.0149685864937626E-8
5857.6039491578           2.995145421947315E-8
5874.487774697651         2.9754632702303276E-8
5891.420265795518         2.9559203151615432E-8
5908.4015627239205        2.9365147762961737E-8
5925.431806159672         2.9172449072333354E-8
5942.5111371850935        2.8981089943807992E-8
5959.639697289141         2.879105355662269E-8
5976.817628368593         2.8602323393365738E-8
5994.045072729251         2.841488322798951E-8
6011.322173087065         2.8228717113034565E-8
6028.649072569375         2.8043809370402473E-8
6046.025914716041         2.7860144578568047E-8
6063.452843480688         2.767770756587875E-8
6080.930003231845         2.7496483395948743E-8
6098.45753875417          2.731645736055508E-8
6116.035595249662         2.7137614970747814E-8
6133.664318338822         2.6959941945339216E-8
6151.343854061911         2.678342420364427E-8
6169.074348880105         2.6608047857276108E-8
6186.855949676765         2.643379919933973E-8
6204.688803758597         2.626066469946451E-8
6222.573058856928         2.6088630991860974E-8
6240.508863128881         2.591768486974266E-8
6258.496365158627         2.5747813278342143E-8
6276.5357139586295        2.557900330522719E-8
6294.6270589708365        2.5411242173322482E-8
6312.770550067971         2.5244517233909644E-8
6330.966337554721         2.507881595925136E-8
6349.214572169031         2.4914125934465737E-8
6367.515405083313         2.475043485198066E-8
6385.8689879057165        2.458773050417248E-8
6404.275472681398         2.4426000772657846E-8
6422.735011893742         2.4265233627091086E-8
6441.2477584656735        2.4105417113980728E-8
6459.813865760873         2.3946539349894016E-8
6478.433487585101         2.3788588516356856E-8
6497.106778187413         2.3631552851758672E-8
6515.833892261499         2.3475420642658116E-8
6534.614984946915         2.332018021796272E-8
6553.450211830385         2.316581994244397E-8
6572.339728947116         2.3012328208497835E-8
6591.283692782036         2.285969342683245E-8
6610.282260271154         2.270790402131743E-8
6629.335588802796         2.2556948420206317E-8
6648.443836218971         2.240681504737081E-8
6667.607160816619         2.2257492316325943E-8
6686.825721348981         2.2108968618230074E-8
6706.09967702686          2.1961232316575303E-8
6725.4291875199715        2.1814271735675752E-8
6744.814412958272         2.1668075154250305E-8
6764.255513933253         2.152263079270221E-8
6783.7526514993115        2.137792680551119E-8
6803.305987175044         2.1233951269544768E-8
6822.915682944626         2.1090692175161362E-8
6842.581901259114         2.0948137412021645E-8
6862.304805037812         2.0806274760462682E-8
6882.084557669636         2.066509187794396E-8
6901.921323014425         2.052457628625125E-8
6921.8152654043515        2.0384715357238768E-8
6941.766549645227         2.0245496301728928E-8
6961.775341017924         2.0106906150802195E-8
6981.841805279687         1.996893174294354E-8
7001.966108665567         1.9831559707042724E-8
7022.148417889736         1.9694776443442054E-8
7042.388900146929         1.955856810735359E-8
7062.687723113776         1.942292058872341E-8
7083.045054950218         1.9287819490797623E-8
7103.461064300915         1.915325010957093E-8
7123.935920296595         1.9019197408457862E-8
7144.469792555517         1.888564599471288E-8
7165.062851184813         1.8752580092879973E-8
7185.7152667819555        1.8619983514948077E-8
7206.4272104361235        1.8487839631677605E-8
7227.198853729639         1.8356131339096135E-8
7248.030368739411         1.8224841023209853E-8
7268.9219280383095        1.8093950525106317E-8
7289.873704696654         1.796344109728845E-8
7310.88587228359          1.7833293362136783E-8
7331.958604868582         1.7703487267288727E-8
7353.092077022809         1.7574002031877896E-8
7374.286463820625         1.7444816095239815E-8
7395.541940841043         1.7315907057315776E-8
7416.858684169126         1.7187251616413422E-8
7438.236870397514         1.7058825497952612E-8
7459.676676627822         1.6930603386415422E-8
7481.178280472171         1.6802558835759924E-8
7502.741860054592         1.6674664190796515E-8
7524.367594012571         1.654689048452765E-8
7546.055661498464         1.641920733922973E-8
7567.806242181043         1.6291582850521734E-8
7589.619516246926         1.616398346230504E-8
7611.4956644021           1.6036373833174196E-8
7633.43486787344          1.590871668537983E-8
7655.437308410151         1.5780972642327317E-8
7677.503168285339         1.5653100047733592E-8
7699.6326302974585        1.552505476769869E-8
7721.825877771894         1.5396789971004105E-8
7744.083094562413         1.5268255888566794E-8
7766.404465052722         1.5139399545409602E-8
7788.790174158016         1.5010164461221827E-8
7811.240407326452         1.4880490323197396E-8
7833.7553505407495        1.475031261594699E-8
7856.33519031967          1.4619562214186105E-8
7878.980113719625         1.4488164919800937E-8
7901.690308336166         1.4356040952440972E-8
7924.4659623055695        1.4223104369919539E-8
7947.307264306414         1.4089262418843607E-8
7970.214403561089         1.395441480471488E-8
7993.187569837426         1.3818452857915407E-8
8016.2269534502075        1.368125860211353E-8
8039.332745262807         1.3542703677913033E-8
8062.505136688707         1.3402648129391146E-8
8085.744319693146         1.3260939011779377E-8
8109.050486794648         1.3117408790820048E-8
8132.423831066681         1.297187350394324E-8
8155.864546139197         1.2824130640499932E-8
8179.372826200265         1.2673956677667036E-8
8202.948865997701         1.2521104218702422E-8
8226.592860840625         1.2365298652481549E-8
8250.305006601142         1.2206234231936511E-8
8274.085499715906         1.2043569463412137E-8
8297.934537187806         1.1876921641230789E-8
8321.852316587543         1.170586036060772E-8
8345.83903605529          1.1529899755034577E-8
8369.894894302362         1.1348489184781072E-8
8394.020090612803         1.1161001961939458E-8
8418.214824845096         1.096672166079084E-8
8442.479297433765         1.076482533955833E-8
8466.813709391094         1.055436287512992E-8
8491.218262308728         1.033423127536986E-8
8515.693158359387         1.010314251823329E-8
8540.238600298546         9.859582896252721E-9
8564.854791466067         9.601761193013655E-9
8589.541935787945         9.327541837183531E-9
8614.30023777794          9.034357805704178E-9
8639.129902539322         8.719095662048835E-9
8664.031135766518         8.377941773358283E-9
8689.00414374688          8.006173506662615E-9
8714.04913336232          7.597870947649987E-9
8739.166312091094         7.145511521200599E-9
8764.35588800947          6.6393878715264816E-9
8789.618069793463         6.0667522444505465E-9
8814.953066720604         5.410524537983344E-9
8840.361088671598         4.647280396676576E-9
8865.842346132145         3.744003370006575E-9
8891.397050194613         2.6526142423708364E-9
8917.025412559844         1.3002742351925983E-9
8942.727645538864         4.289096148651963E-10
8968.503962054652         2.731213449845372E-9
8994.354575643945         5.9676105794584775E-9
9020.279700458932         1.0882383895420536E-8
9046.279551269108         1.9295799725108016E-8
9072.354343462981         3.7148973188572105E-8
9098.50429304992          1.0137141750686119E-7
9124.729616661894         3.847697872384632E-7
9151.030531555283         8.231938878163229E-8
9177.407255612708         5.068231586290387E-8
9203.86000734478          3.8572119403919504E-8
9230.38900589197          3.21504474438342E-8
9256.994471026359         2.815646580955604E-8
9283.676623153535         2.5421924694875307E-8
9310.435683314336         2.342462888440986E-8
9337.271873186764         2.1896086568889073E-8
9364.18541508774          2.0684121612558816E-8
9391.176531975028         1.9696040666990343E-8
9418.24544744901          1.887215659729349E-8
9445.392385754565         1.8172298012504434E-8
9472.617571782965         1.756843540694093E-8
9499.921231073664         1.7040415839774423E-8
9527.30358981624          1.657337756616211E-8
9554.7648748522           1.6156120314782673E-8
9582.305313676936         1.5780042937452735E-8
9609.925134441528         1.5438430670130974E-8
9637.624565954682         1.512596474452629E-8
9665.403837684646         1.4838377401380576E-8
9693.263179761037         1.457220441083589E-8
9721.20282297684          1.4324604365097396E-8
9749.222998790226         1.4093224643351624E-8
9777.32393932656          1.3876100567872793E-8
9805.505877380247         1.3671578530275214E-8
9833.769046416694         1.3478256707966566E-8
9862.113680574275         1.3294938834544068E-8
9890.5400146662           1.3120597803398109E-8
9919.048284182534         1.2954346732174031E-8
9947.63872529208          1.2795415778078556E-8
9976.311574844403         1.2643133402029419E-8
